# Step | Real Time [s] | Time [fs] | Epot/N [eV] | Ekin/N [eV] | T [K] | Etot/N [eV] | Density [g/cm^3] | Volume [A^3] | P [bar] | Pxx [bar] | Pyy [bar] | Pzz [bar] | Pyz [bar] | Pxz [bar] | Pxy [bar]
      9800 81.801       9800.00 -8.784e+00 6.441e-02 498.270 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
      9900 81.708       9900.00 -8.784e+00 6.443e-02 498.455 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     10000 81.659      10000.00 -8.783e+00 6.377e-02 493.347 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     10100 81.587      10100.00 -8.788e+00 6.820e-02 527.657 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     10200 81.687      10200.00 -8.786e+00 6.620e-02 512.171 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     10300 81.675      10300.00 -8.775e+00 5.565e-02 430.513 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     10400 81.712      10400.00 -8.793e+00 7.319e-02 566.235 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     10500 81.485      10500.00 -8.787e+00 6.750e-02 522.184 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     10600 81.641      10600.00 -8.786e+00 6.696e-02 518.000 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     10700 81.750      10700.00 -8.783e+00 6.372e-02 492.961 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     10800 81.788      10800.00 -8.786e+00 6.644e-02 513.983 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     10900 81.739      10900.00 -8.781e+00 6.185e-02 478.513 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     11000 81.531      11000.00 -8.786e+00 6.615e-02 511.730 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     11100 81.753      11100.00 -8.783e+00 6.346e-02 490.910 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     11200 81.902      11200.00 -8.783e+00 6.327e-02 489.483 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     11300 81.654      11300.00 -8.786e+00 6.611e-02 511.432 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     11400 81.491      11400.00 -8.782e+00 6.242e-02 482.881 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     11500 81.764      11500.00 -8.787e+00 6.742e-02 521.614 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     11600 82.180      11600.00 -8.786e+00 6.668e-02 515.843 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     11700 81.907      11700.00 -8.781e+00 6.163e-02 476.812 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     11800 82.172      11800.00 -8.782e+00 6.295e-02 486.971 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     11900 81.769      11900.00 -8.782e+00 6.252e-02 483.683 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     12000 82.198      12000.00 -8.785e+00 6.521e-02 504.509 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     12100 82.291      12100.00 -8.790e+00 7.018e-02 542.912 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     12200 82.145      12200.00 -8.786e+00 6.636e-02 513.375 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     12300 82.752      12300.00 -8.781e+00 6.137e-02 474.806 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     12400 82.218      12400.00 -8.786e+00 6.608e-02 511.233 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     12500 82.873      12500.00 -8.786e+00 6.697e-02 518.080 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     12600 82.676      12600.00 -8.787e+00 6.768e-02 523.602 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     12700 82.528      12700.00 -8.781e+00 6.190e-02 478.891 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     12800 82.898      12800.00 -8.784e+00 6.481e-02 501.358 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     12900 82.530      12900.00 -8.784e+00 6.488e-02 501.918 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     13000 83.011      13000.00 -8.787e+00 6.714e-02 519.443 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     13100 82.895      13100.00 -8.784e+00 6.504e-02 503.136 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     13200 81.499      13200.00 -8.782e+00 6.311e-02 488.244 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     13300 81.723      13300.00 -8.783e+00 6.379e-02 493.502 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     13400 81.681      13400.00 -8.784e+00 6.510e-02 503.667 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
     13500 81.723      13500.00 -8.782e+00 6.299e-02 487.332 -8.719e+00 0.000 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
